,Cu,Mg,Mn,Fe,Si,Zn,Zr,temperature
1455,4.3373046,1.3158466,0.65274477,0.11391689,0.4046581,0.20311162,0.19882278,0.8724517
1456,4.4671316,1.3816172,0.7133564,0.11772555,0.41908196,0.25937733,0.22384869,0.8362752
1457,4.468715,1.1941586,0.64627266,0.24759269,0.33101863,0.22442424,0.1235375,0.7817055
1458,3.7418127,1.180053,0.57794356,0.20166144,0.5598962,0.2224255,0.1277002,0.90553814
1459,3.7933607,1.2009904,0.7442061,0.16068777,0.44163707,0.19155252,0.09348412,0.71979964
1460,4.450077,1.3420038,0.7681838,0.18505374,0.41020194,0.21007515,0.20093064,0.8649557
1461,3.834424,1.2104489,0.6578079,0.14246076,0.59349155,0.21472374,0.14141853,0.73754513
1462,4.4790654,1.2263268,0.5146604,0.31007516,0.40928987,0.1555046,0.2491887,0.9077559
1463,4.4946375,1.2181523,0.38092282,0.1833711,0.3740879,0.11870147,0.30573794,0.8161452
1464,4.4759073,1.2287672,0.358844,0.21533501,0.3049252,0.10720603,0.31840518,0.7391388
1465,4.3476596,1.2100806,0.36476016,0.09254332,0.44534594,0.12556241,0.23068541,0.46629587
1466,3.7008843,1.1483155,0.5140446,0.10339475,0.4734238,0.22113538,0.09588926,0.7702116
1467,4.5073595,1.1902356,0.80333185,0.21844035,0.19784126,0.18479481,0.19423693,0.7813111
1468,4.518494,1.1723638,0.77119005,0.27672327,0.30491588,0.19145218,0.15649346,0.7186441
1469,4.4922805,1.1968298,0.5100615,0.29795212,0.5573991,0.30448058,0.19248843,0.7712033
1470,4.5656576,1.3083848,0.68507916,0.047067404,0.48639157,0.18352704,0.31206712,0.08916081
1471,3.802526,1.3826838,0.40495515,0.106319234,0.45400938,0.17918311,0.16637239,0.86594456
1472,4.0188947,1.1734586,0.6937638,0.2174268,0.19936351,0.22495557,0.22694609,0.39029828
1473,3.8296516,1.714508,0.682111,0.14066005,0.40991437,0.17784289,0.17582886,0.07936064
1474,3.9730163,1.7582237,0.35968226,0.20253852,0.3422994,0.20949057,0.27302167,0.07226939
1475,4.478082,1.7013566,0.37382036,0.2043271,0.6553933,0.18767338,0.2633198,0.21584482
1476,4.507349,1.7221088,0.35855025,0.14375067,0.6571585,0.1895731,0.29231074,0.13893554
1477,4.3287163,1.825266,0.49693453,0.25001696,0.61848,0.07398525,0.20071952,0.16684034
1478,4.3768167,1.8182456,0.49364665,0.25765,0.6102437,0.07639228,0.22393583,0.19085
1479,4.574759,1.7573144,0.42366022,0.18174207,0.64577514,0.1456479,0.30395618,0.12615831
1480,3.8028555,1.3047957,0.5536074,0.20254448,0.5901852,0.18732776,0.22056548,0.26088622
1481,3.9891691,1.3718146,0.5886932,0.23738396,0.5970326,0.16236897,0.20500936,0.119420454
1482,4.331978,1.2979362,0.696934,0.11424242,0.4052966,0.20476712,0.1955038,0.85159206
1483,4.156759,1.2074783,0.7815508,0.17528385,0.22252485,0.12285401,0.26852793,0.7574095
1484,4.431012,1.1859514,0.69119686,0.22296914,0.2262321,0.21243481,0.12857945,0.6239405
1485,4.4620905,1.2491696,0.8083645,0.1690846,0.19598448,0.16902763,0.24564496,0.8992668
1486,4.0235243,1.2699865,0.5422298,0.16622673,0.46514016,0.28959686,0.29142493,0.95664907
1487,4.1557655,1.5891471,0.6200979,0.21583974,0.2328334,0.23538001,0.1737104,0.8834769
1488,4.1792316,1.3985198,0.6071744,0.11918579,0.6115219,0.2715732,0.24241458,0.81224304
1489,4.489443,1.7463803,0.65233237,0.22656667,0.5143395,0.19860797,0.2434482,0.32311982
1490,3.8476481,1.8084702,0.8122577,0.21112126,0.24200003,0.22494242,0.19691592,0.16773392
1491,3.922389,1.7018645,0.5417353,0.1867391,0.26023394,0.1911114,0.18587568,0.45749393
1492,4.011616,1.7960678,0.8786098,0.16829939,0.19067119,0.16501723,0.17686196,0.6813361
1493,3.742291,1.7326138,0.684741,0.18843673,0.23247342,0.19176196,0.20971175,0.6021147
1494,3.744786,1.8156222,0.5052913,0.23855388,0.33653036,0.23517801,0.24182695,0.9322228
1495,3.9569447,1.8429835,0.560934,0.17655082,0.5814585,0.23950604,0.25872368,0.9553475
1496,3.884985,1.7292662,0.76469123,0.12535134,0.5710802,0.13345344,0.22029927,0.42454496
1497,4.046832,1.7761679,0.64007896,0.15253764,0.62426054,0.18006131,0.16485439,0.7711862
1498,4.4766617,1.6818916,0.3975473,0.22454274,0.65153325,0.17144507,0.26693422,0.2324586
1499,4.287877,1.6093143,0.3611268,0.15608904,0.60288656,0.24794668,0.16112606,0.1231117
1500,3.8506126,1.1337293,0.29710168,0.12727624,0.44238368,0.22479819,0.33960822,0.14855678
1501,4.137611,1.390325,0.3449216,0.41530564,0.6717074,0.26092416,0.122987606,-0.19951178
1502,4.1850157,1.7227461,0.42961463,0.7416066,0.47963843,0.34231985,0.19307205,-0.35828134
1503,4.212525,1.435945,0.37775168,0.3786248,0.6386249,0.24640737,0.14127262,-0.19304852
1504,4.465111,1.5373995,0.48941043,0.24630332,0.5714317,0.20553719,0.1837986,-0.15620796
1505,3.9647412,1.1222684,0.43738005,0.19875503,0.5236238,0.25953677,0.3447405,0.25904512
1506,3.8502188,1.161935,0.44304377,0.28163278,0.54850286,0.21606861,0.30220005,0.27073777
1507,4.339124,1.6269789,0.41016,0.18384081,0.6348754,0.18722384,0.18498638,0.29233018
1508,4.206569,1.1705353,0.5065268,0.18431187,0.55681324,0.28469574,0.31052747,0.22928508
1509,4.122947,1.3834655,0.61362195,0.15363145,0.60880286,0.19645785,0.24859148,0.7907923
1510,4.1900344,1.5248988,0.42295146,0.21613008,0.4288397,0.19349079,0.18025546,0.9537036
1511,3.7816246,1.2250924,0.3949321,0.14525366,0.39572638,0.22653623,0.15112491,0.91348684
1512,4.513432,1.1518538,0.57039475,0.27106154,0.35048047,0.21967335,0.33858222,0.53777593
1513,3.7607832,1.1762064,0.65603286,0.12845069,0.4439924,0.19943346,0.08356849,0.72304815
1514,4.3142743,1.7770522,0.43831226,0.19446898,0.37097132,0.23924297,0.23151435,0.7684299
1515,3.8827052,1.4290771,0.54589057,0.21767908,0.38033056,0.12874906,0.1956634,0.9822131
1516,3.7343495,1.1663023,0.43846977,0.16214813,0.45919827,0.2287642,0.1385884,0.9283542
1517,4.4516416,1.6626222,0.4763768,0.26046562,0.5975942,0.1662551,0.2021959,0.8288799
1518,4.4366865,1.2717276,0.74052,0.18261185,0.44609585,0.13873263,0.11053059,0.05630117
1519,3.8966293,1.1797552,0.6954668,0.20027164,0.20434533,0.20686866,0.24524593,0.42708507
1520,3.8421464,1.2043649,0.5512702,0.17264332,0.20743634,0.17840363,0.274309,0.30442658
1521,4.4322,1.6355233,0.6761482,0.23930627,0.39659825,0.23465501,0.163798,0.95126206
1522,4.512344,1.7820156,0.5639663,0.21727486,0.49491796,0.20330738,0.23554726,0.28478453
1523,4.3879924,1.6432848,0.42127565,0.28416014,0.5990087,0.19612622,0.16882013,0.91000813
1524,4.4443374,1.2121172,0.33315864,0.13128066,0.54169965,0.1993367,0.18997265,0.6465318
1525,4.4022393,1.7748109,0.4388902,0.1833733,0.3289349,0.23658034,0.23780604,0.7516454
1526,4.261095,1.57214,0.28429288,0.22677475,0.37558982,0.22885522,0.36378172,0.119331636
1527,3.8625817,1.8064597,0.61262906,0.22771132,0.23512284,0.21041064,0.19983473,0.36501962
1528,3.9576185,1.7251215,0.43063343,0.15099442,0.48751172,0.16899395,0.17142016,0.75368875
1529,3.8627825,1.721848,0.5061989,0.20250964,0.24885912,0.18846701,0.17849343,0.44734046
1530,4.526015,1.8505142,0.83540076,0.17451587,0.3270225,0.20255278,0.17985716,0.009546334
1531,3.7462242,1.7382642,0.6914796,0.18623379,0.24046968,0.19238177,0.2127668,0.6115111
1532,4.4366174,1.5916374,0.5020871,0.23246285,0.29480064,0.22612365,0.18973471,0.9879332
1533,3.9681332,1.4722576,0.61912084,0.12862629,0.44635978,0.09554556,0.24879637,0.9517723
1534,4.480342,1.1972015,0.7663318,0.28024182,0.21387883,0.17659341,0.17846596,0.70233333
1535,4.2376566,1.3856027,0.82337594,0.29563338,0.21527992,0.23977648,0.14258812,0.9203623
1536,3.9240556,1.1690005,0.7834494,0.19831058,0.34564668,0.1402707,0.17243037,0.6781753
1537,4.3488193,1.3059857,0.7024088,0.18093391,0.57372516,0.29046705,0.12621847,0.9444713
1538,4.3071623,1.2245221,0.8795143,0.24514306,0.31840518,0.11062463,0.20390916,0.9169473
1539,3.8052053,1.1912812,0.4029968,0.17991972,0.5635499,0.19959058,0.17328674,0.9127398
1540,4.31794,1.6224653,0.74394476,0.22355703,0.48576477,0.19334246,0.15473756,0.96751255
1541,4.376893,1.7757003,0.42234626,0.19187549,0.3435969,0.23962131,0.23569876,0.7576517
1542,3.9151387,1.6090978,0.7455455,0.17991143,0.22928335,0.19717221,0.17902282,0.88837004
1543,4.400949,1.6420344,0.323492,0.22259223,0.4665999,0.19977386,0.34731427,0.14646946
1544,3.885705,1.7335743,0.48123807,0.20824233,0.2569453,0.18593197,0.17988428,0.4232156
1545,4.0813413,1.4065319,0.39408097,0.18951045,0.24233715,0.14243755,0.23109335,0.4758997
1546,4.557694,1.4043525,0.76580757,0.25325096,0.6067389,0.11770351,0.20216903,0.25296265
1547,4.434728,1.7793708,0.54633516,0.14937519,0.2932718,0.2222857,0.2435944,0.72080106
1548,3.7592728,1.8008833,0.7259036,0.16112994,0.3493759,0.2046908,0.25501683,0.7560231
1549,4.0630207,1.3688885,0.7309973,0.22806793,0.60179013,0.20228033,0.25472015,0.07477988
1550,4.292003,1.2103021,0.51164687,0.123390436,0.56094444,0.30219993,0.28297356,0.24913178
1551,3.8597867,1.328535,0.5845803,0.13751411,0.207505,0.20016944,0.19446887,0.19086358
1552,4.2363286,1.1972734,0.5456231,0.1035243,0.6078751,0.2406197,0.15535568,0.25236097
1553,4.510446,1.2291143,0.49808794,0.16521886,0.5846696,0.1042303,0.058269702,-0.047774814
1554,4.4913244,1.1884693,0.5795984,0.1848396,0.3677363,0.34883633,0.36293432,0.5005234
1555,4.4511437,1.6180309,0.8268815,0.16188502,0.49077424,0.19633384,0.20454882,0.7548874
1556,4.456489,1.7048726,0.7562736,0.17507398,0.07028188,0.20626189,0.21043909,0.77941847
1557,3.9363966,1.786029,0.8666692,0.16632782,0.19356327,0.16301821,0.1808633,0.6742507
1558,4.3009663,1.7014072,0.5865117,0.16486536,0.25863042,0.21777058,0.19122721,0.91432494
1559,3.8036275,1.7343026,0.50310206,0.21048446,0.23406582,0.18787742,0.18136,0.46395618
1560,3.8394198,1.7750659,0.4982013,0.22415987,0.23515467,0.19006275,0.17678148,0.41594794
1561,4.288315,1.8353772,0.5989384,0.18974105,0.30590144,0.1999744,0.20765188,0.3250325
1562,4.3357754,1.6741934,0.692961,0.1839468,0.26032186,0.2179468,0.15885678,0.9031027
1563,4.0109396,1.8124851,0.76243615,0.20564047,0.256522,0.23041849,0.21838593,0.097858734
1564,4.021927,1.8197627,0.8431644,0.19768772,0.27319366,0.22125752,0.19469151,0.11273099
1565,4.367565,1.6361737,0.23114918,0.2108964,0.33317167,0.21318409,0.33196113,0.10093855
1566,3.9032216,1.2871436,0.4122838,0.18451704,0.60017,0.19107515,0.21305189,0.92919403
1567,4.3945355,1.1967652,0.43201706,0.12318429,0.2863978,0.25000492,0.31075522,0.41431794
1568,3.7887657,1.3657564,0.41032803,0.18147676,0.59838486,0.16349405,0.14589334,0.9240406
1569,3.8031888,1.2065452,0.77269626,0.22231996,0.4868165,0.23426728,0.23452461,0.8739257
1570,3.9268203,1.1956676,0.76367384,0.3391719,0.19224264,0.24151471,0.14270154,0.8386851
1571,3.8439193,1.1315434,0.65211725,0.2955115,0.11871722,0.28161913,0.25129905,0.752729
1572,4.523791,1.3141792,0.7437701,0.11278249,0.182081,0.26797268,0.23458104,0.841966
1573,3.7709625,1.1983411,0.77952003,0.24115211,0.5390149,0.22321473,0.13354988,0.8563178
1574,3.9882183,1.1841271,0.7912898,0.22024643,0.18341751,0.21195646,0.2433309,0.73604256
1575,3.9696937,1.1754603,0.7996836,0.25218862,0.1890747,0.2156013,0.22075975,0.7630836
1576,4.276174,1.2871786,0.82641196,0.25056463,0.21476503,0.25775772,0.17469403,0.9613263
1577,4.1637692,1.2125516,0.78796244,0.12793477,0.19092485,0.21627747,0.26907817,0.81338125
1578,4.2369103,1.1539887,0.44359612,0.13291258,0.28784356,0.07890256,0.22040872,0.5255951
1579,4.527698,1.1857712,0.37184292,0.24305913,0.20781864,0.20240383,0.25640345,0.19226988
1580,4.0736003,1.3591976,0.5803584,0.2333608,0.567116,0.17963356,0.19028197,0.5680064
1581,4.521831,1.417023,0.78614926,0.22175795,0.6574054,0.10487302,0.26637778,0.2704621
1582,4.518273,1.3670039,0.37005553,0.23458171,0.31232274,0.104253635,0.09509654,-0.02490318
1583,4.4533224,1.2425861,0.68132466,0.045224518,0.61262435,0.30923215,0.2764902,0.09144755
1584,4.414063,1.3507557,0.7223275,0.16162315,0.67510414,0.15165465,0.27211154,0.2789853
1585,4.3781204,1.813018,0.4066761,0.21514264,0.24044584,0.2304844,0.28782317,0.010986084
1586,4.3505845,1.6235619,0.44336236,0.20814142,0.6074443,0.17275636,0.24918664,0.250356
1587,4.445719,1.2318134,0.78396165,0.14101022,0.5924754,0.11545031,0.23374523,0.42972746
1588,3.9265387,1.4478786,0.39052024,0.16490221,0.34522262,0.2229974,0.24136464,0.065713204
1589,4.5562434,1.3061125,0.5147438,0.15697053,0.5904792,0.24082972,0.1811284,0.020111347
1590,4.064409,1.3787489,0.7832026,0.24715438,0.58120906,0.23435073,0.27733478,0.06522606
1591,4.31932,1.2489879,0.76950216,0.2175224,0.6408177,0.18682836,0.1960077,0.54611915
1592,4.2605214,1.1901996,0.4896565,0.12948784,0.40298143,0.16759099,0.16737495,0.49080414
1593,4.5056233,1.8368028,0.74000686,0.18584289,0.24954377,0.1943961,0.21008196,0.5442199
1594,3.958601,1.7404349,0.40876216,0.22365737,0.37073308,0.21078967,0.19392334,0.74330676
1595,4.3911066,1.6774374,0.3836599,0.23997292,0.25104624,0.19640456,0.23059535,0.06270457
1596,3.6836176,1.1586117,0.4105128,0.1665603,0.50660074,0.20178889,0.10995859,0.90073115
1597,4.2665606,1.6593013,0.72237235,0.20918293,0.6255734,0.14227752,0.16937935,0.9483505
1598,3.8679683,1.2355018,0.40610087,0.19686653,0.59815276,0.19042006,0.1978738,0.9431309
1599,4.2018223,1.4720962,0.7709912,0.19996345,0.18796808,0.19546498,0.23552236,0.6654619
1600,3.827134,1.2390238,0.40413088,0.20894903,0.15502962,0.17003903,0.25465402,0.3476662
1601,3.8223734,1.2211186,0.6074551,0.15790938,0.19956765,0.12609294,0.26387063,0.5131421
1602,4.443646,1.8604882,0.80947125,0.17386821,0.32066146,0.2050639,0.18593378,0.09164373
1603,4.356238,1.8376508,0.6990025,0.1930306,0.28471008,0.22127889,0.22348075,0.04669323
1604,4.521855,1.6802862,0.8113589,0.2194232,0.48250958,0.202416,0.21860507,0.82224864
1605,4.4429936,1.3776019,0.41937354,0.25800595,0.25950888,0.10152812,0.2524047,0.798424
1606,3.8779802,1.3527657,0.35076994,0.18055788,0.24112125,0.16860737,0.24072272,0.31465012
1607,3.89676,1.291982,0.5528662,0.23396268,0.43102852,0.14266412,0.19733447,0.5451676
1608,4.264251,1.2662878,0.55904704,0.26580563,0.46134412,0.10227488,0.24179952,0.13453631
1609,3.9703593,1.8106337,0.7914733,0.20524344,0.2564552,0.22875117,0.21073027,0.10285003
1610,4.209271,1.2300475,0.57758707,0.12307833,0.56056464,0.20288019,0.13798283,0.38051668
1611,4.518834,1.242909,0.7830343,0.20631404,0.33058658,0.11446236,0.13669616,0.25287545
1612,3.7649198,1.2888601,0.43297186,0.15792143,0.57342356,0.1949056,0.16645297,0.45594704
1613,3.8958569,1.4026475,0.4033909,0.02964659,0.24728222,0.16441672,0.22996941,0.85268193
1614,3.880632,1.7164149,0.6475053,0.1368977,0.5300003,0.12730624,0.20966896,0.30577767
1615,3.8483348,1.6795758,0.4471524,0.116803154,0.6349618,0.103521004,0.13605201,0.018710295
1616,4.199777,1.8998859,0.451129,0.2953359,0.5902087,0.120928854,0.22985509,0.046400003
1617,4.1382704,1.8570818,0.4001035,0.25027433,0.60532886,0.16314171,0.25392953,0.09524905
1618,3.8273551,1.7050874,0.4655076,0.1383827,0.62493926,0.10313289,0.14298394,0.043657877
1619,3.7842693,1.8357794,0.65152746,0.26648292,0.57522976,0.17403369,0.23347206,0.34545806
1620,3.7557735,1.7785785,0.54690254,0.24740463,0.59326947,0.2125271,0.21656592,0.3512068
1621,3.70028,1.8381736,0.49411693,0.2529922,0.54954046,0.16226807,0.17956707,0.1454118
1622,3.7029586,1.8502952,0.48450226,0.26030388,0.54801905,0.1619811,0.17640953,0.13964032
1623,3.7586598,1.7094157,0.39931953,0.20037894,0.6229689,0.22353414,0.19640891,0.31436864
1624,3.7440376,1.7094096,0.4386239,0.20224988,0.61815524,0.22237001,0.2020813,0.3194692
1625,3.7620637,1.7116344,0.4029981,0.20020509,0.622866,0.22389573,0.19681573,0.31905782
1626,3.8322613,1.8018367,0.43542477,0.19620152,0.5935553,0.11193083,0.14161015,0.03949646
1627,4.0919685,1.8887422,0.38220322,0.29012886,0.57404804,0.1583264,0.24904852,0.044718765
1628,4.0574994,1.7865582,0.36330676,0.19833572,0.60265803,0.18011458,0.28019994,0.1613302
1629,4.126204,1.8810675,0.39683956,0.27674583,0.5911524,0.15844542,0.24914283,0.06323653
1630,4.0863004,1.8873363,0.3809265,0.28603327,0.57841885,0.15706098,0.24457452,0.044913955
1631,4.1606092,1.8879979,0.42057562,0.28255147,0.5929471,0.1432757,0.24123327,0.058820806
1632,3.7654958,1.8384391,0.6213782,0.2675023,0.5633405,0.17879944,0.2277956,0.31360844
1633,3.849136,1.7998292,0.41957203,0.19959258,0.59727067,0.10782595,0.12969787,0.027997056
1634,3.9674513,1.8226225,0.40372118,0.20714985,0.6496844,0.08609687,0.12728006,0.011115978
1635,3.7088058,1.8089733,0.520864,0.2271049,0.555697,0.15382479,0.18524687,0.14990188
1636,3.8390784,1.81197,0.4283846,0.20399246,0.590216,0.11068143,0.13617271,0.035296388
1637,4.0131884,1.849354,0.4084689,0.22703534,0.64665645,0.09197888,0.14699276,0.019761482
1638,3.7321181,1.7831931,0.58718544,0.21524352,0.5640183,0.16123028,0.20654759,0.20445271
1639,3.8287373,1.7799895,0.7344048,0.21634744,0.6186495,0.14443636,0.2348751,0.37261647
1640,3.8299303,1.72573,0.7460459,0.16610888,0.63562995,0.12752452,0.22480513,0.31320155
1641,3.8853822,1.7188674,0.69130236,0.13102934,0.55008835,0.12798952,0.21296178,0.34148902
1642,3.855411,1.6111381,0.7006371,0.082374394,0.6734451,0.08349119,0.1887173,0.115716495
1643,4.0995,1.7199967,0.50959927,0.13341033,0.63280827,0.16131052,0.13476925,0.71047264
1644,3.929992,1.832721,0.77447146,0.16784239,0.5803346,0.19351383,0.20853731,0.82040393
1645,4.012754,1.7978373,0.39794984,0.23200387,0.31508505,0.23477726,0.22337037,0.85580534
1646,4.394104,1.6722407,0.5266565,0.25486764,0.6049103,0.17449424,0.17262474,0.943013
1647,3.9089446,1.6994226,0.55716276,0.18507913,0.2547585,0.19242953,0.1848686,0.46888003
1648,4.5211716,1.6970527,0.7666345,0.19642468,0.59153086,0.17354517,0.20393202,0.9296026
1649,3.9771595,1.1755278,0.77560806,0.1942263,0.57459253,0.19386302,0.15741873,0.79390424
1650,4.5729723,1.7820718,0.7316922,0.21054226,0.33829612,0.1903343,0.1686922,0.07784792
1651,3.870133,1.7017553,0.8378229,0.21376468,0.22621433,0.18214576,0.15748906,0.8823225
1652,3.867001,1.7678928,0.80044806,0.13941664,0.5259845,0.15286782,0.23268035,0.5531619
1653,4.1040077,1.7114215,0.3782896,0.15192619,0.33957458,0.21663237,0.2799205,0.10583923
1654,4.278894,1.581242,0.2744245,0.22354692,0.37121218,0.22644001,0.36004946,0.11660729
1655,3.973273,1.7673113,0.5522023,0.1656546,0.5179133,0.18228866,0.18569195,0.759722
1656,4.5111465,1.7473173,0.5435171,0.14657915,0.22935398,0.21697989,0.24569643,0.7301941
1657,4.334588,1.4134469,0.45371106,0.16576976,0.51564497,0.23375809,0.15121947,0.70167667
1658,4.417343,1.6494412,0.32557,0.22066984,0.4742109,0.19671464,0.3452952,0.14659713
1659,4.336242,1.6233046,0.46041566,0.2177366,0.5733253,0.18458559,0.30060253,0.21830405
1660,4.4985747,1.6762929,0.40204155,0.2201122,0.5956352,0.17296647,0.335983,0.17758632
1661,3.8027534,1.6623924,0.5320122,0.10495412,0.46805105,0.162504,0.1708518,0.02612538
1662,3.9308264,1.786306,0.8464315,0.23125464,0.44370648,0.22654323,0.21342282,0.94230783
1663,4.0446377,1.7741383,0.8369536,0.19137874,0.5651605,0.23051986,0.22437654,0.9323072
1664,3.9456444,1.8649607,0.7831794,0.23677498,0.61414754,0.2511244,0.2629738,0.92259645
1665,3.9039593,1.8323734,0.5646308,0.21004194,0.62288225,0.26167244,0.28761238,0.8876242
1666,3.8183966,1.806263,0.6950292,0.25388697,0.6333215,0.23620683,0.27698454,0.9091167
1667,3.7404535,1.7622436,0.5442723,0.25235915,0.62708247,0.23406743,0.29728514,0.8851167
1668,3.7851408,1.7982302,0.7370077,0.26692712,0.63621795,0.23946367,0.2689649,0.9269741
1669,4.10468,1.8081377,0.82178074,0.19521105,0.6294187,0.24086966,0.22321741,0.9190175
1670,3.7388604,1.3982416,0.8161844,0.20523322,0.51016504,0.2772578,0.1683963,0.8584346
1671,3.808333,1.4156094,0.6428983,0.22738671,0.515815,0.21952817,0.3490165,0.9761893
1672,3.794921,1.207794,0.86034065,0.23730683,0.27164516,0.22621766,0.253229,0.8450013
1673,3.8982823,1.7419194,0.42267096,0.16243528,0.45017824,0.17684141,0.18235041,0.79499966
1674,3.8908625,1.8623931,0.72397363,0.23264706,0.4913003,0.23596193,0.23599115,0.9589023
1675,3.865357,1.7650115,0.7792491,0.13954954,0.25964427,0.18895392,0.23020473,0.69103605
1676,3.9470577,1.8164139,0.67165136,0.21642502,0.24787007,0.21227764,0.19985917,0.31177086
1677,4.21558,1.2395273,0.62355864,0.18636307,0.63019675,0.31342053,0.14370856,0.5555209
1678,4.344576,1.2995471,0.65804195,0.1915106,0.626809,0.36092457,0.12590273,0.96534175
1679,4.5054965,1.7365227,0.6340534,0.21299785,0.5036005,0.1979267,0.23172751,0.5425178
1680,4.502127,1.7001886,0.62680995,0.17083469,0.14721797,0.21032909,0.22924131,0.7818039
1681,4.4713483,1.6996009,0.71101034,0.22336903,0.41129413,0.2049844,0.23257574,0.5887051
1682,3.9046187,1.338708,0.39601457,0.058687285,0.2427013,0.20960559,0.21221162,0.8707153
1683,4.0952096,1.3958521,0.79117936,0.25691614,0.55943924,0.24378245,0.2852815,0.056957684
1684,3.78863,1.6970589,0.7036166,0.17873192,0.20758395,0.17912653,0.18935102,0.57273793
1685,3.874145,1.7743704,0.84676266,0.16562723,0.19480349,0.16518128,0.19001237,0.67516565
1686,3.7710376,1.7006454,0.6378638,0.18762991,0.2154314,0.18640707,0.19196358,0.5431936
1687,4.2240963,1.4522476,0.7757161,0.17242235,0.35372347,0.20753665,0.2180733,0.6845797
1688,3.8097196,1.2261565,0.58720636,0.15726309,0.21045922,0.17494377,0.2770173,0.27666655
1689,4.1913595,1.2066741,0.37895146,0.23215365,0.24253006,0.12614824,0.29343435,0.3479397
1690,4.1636724,1.4327143,0.7657496,0.29245424,0.43431607,0.25970295,0.32551733,0.025586179
1691,4.1653943,1.38377,0.773634,0.21145108,0.5921522,0.20965682,0.26246005,0.05474691
1692,3.8002818,1.3131227,0.5374881,0.19194192,0.5752401,0.16738163,0.21190146,0.21834476
1693,4.290732,1.2855533,0.5841553,0.13068476,0.6194217,0.17889969,0.1462098,0.19227049
1694,4.499437,1.7606285,0.33246845,0.21033457,0.42070606,0.19397983,0.29390362,0.07108283
1695,4.230173,1.2053118,0.38941205,0.17438169,0.235606,0.104330614,0.30063024,0.42344967
1696,3.845807,1.1992674,0.45184195,0.15663683,0.43768176,0.24945424,0.2022491,0.9454432
1697,3.9241986,1.3756499,0.416437,0.045754164,0.24917515,0.19795494,0.23238295,0.85951716
1698,3.7459693,1.1741408,0.53999126,0.10078281,0.5044095,0.24355878,0.11047453,0.72167736
1699,4.0809045,1.1559621,0.71682876,0.18059516,0.44893652,0.16118191,0.12961699,0.8624903
1700,4.551089,1.3897089,0.70330703,0.24545857,0.42867365,0.13901494,0.196314,0.35706913
1701,3.8340464,1.2430358,0.4608246,0.19452964,0.18969436,0.17368154,0.27003613,0.315138
1702,4.5023656,1.2039437,0.58370125,0.21200974,0.4161962,0.32917383,0.27314803,0.58448035
1703,4.0283685,1.1961023,0.78252214,0.17775398,0.17609498,0.20640014,0.2686077,0.7154229
1704,4.498689,1.1918863,0.64591163,0.23277044,0.31361493,0.21739827,0.12521245,0.76473933
1705,4.518549,1.6947846,0.37549758,0.21263361,0.56850815,0.1714713,0.33389637,0.16564368
1706,3.9015164,1.7141823,0.39069146,0.15944323,0.40852317,0.18596813,0.23249196,0.0328883
1707,3.883033,1.7801266,0.49351752,0.21490207,0.22550298,0.24228047,0.27420703,0.10413752
1708,4.487537,1.6537832,0.8481077,0.2125153,0.3530952,0.20102964,0.21943295,0.74099094
1709,4.1538515,1.5416903,0.5932475,0.24492669,0.3345994,0.22069569,0.17831796,0.94633144
1710,3.769918,1.5600532,0.6527334,0.1821009,0.22236054,0.21719432,0.21838745,0.88216746
1711,4.0621595,1.4207056,0.78322196,0.22566101,0.6066836,0.25285143,0.2543743,0.9491103
1712,3.7273984,1.4798695,0.5544936,0.19684966,0.19522847,0.22355202,0.21211733,0.89141047
1713,3.8101542,1.7340307,0.83712566,0.23369002,0.26276577,0.19941397,0.18147467,0.89789176
1714,3.920571,1.838027,0.5445205,0.20211464,0.621228,0.26679423,0.28903648,0.884223
1715,3.9699044,1.8727901,0.7334775,0.2196129,0.6207831,0.25988767,0.2670544,0.91021574
1716,3.9074059,1.8455963,0.7178695,0.23394397,0.62826216,0.24996765,0.27138278,0.90951926
1717,3.806233,1.8053422,0.7272854,0.26079807,0.6353298,0.23905195,0.27121666,0.92065454
1718,3.9693592,1.6993814,0.798612,0.17018531,0.4828476,0.23062712,0.2411581,0.920029
1719,3.8550172,1.868578,0.83369994,0.26499286,0.43352216,0.2273506,0.2223819,0.9642106
1720,4.0554814,1.8099222,0.8599374,0.20823468,0.57923436,0.23098628,0.21455918,0.941725
1721,3.9501257,1.8467348,0.8567764,0.24212849,0.4961374,0.22845773,0.21755065,0.95687747
1722,3.9512956,1.8002403,0.8151445,0.24777141,0.63458586,0.2222154,0.24214971,0.9241932
1723,3.9270096,1.501761,0.8601983,0.16237867,0.5698163,0.28240266,0.15894797,0.8072323
1724,3.8030436,1.8003497,0.5876106,0.25510448,0.25239667,0.2195832,0.20211928,0.9068373
1725,3.9706101,1.3718544,0.44456464,0.11968663,0.57990205,0.17689805,0.28432953,0.81206733
1726,4.5032463,1.2290859,0.5501476,0.21968421,0.42785397,0.22064002,0.29078212,0.60645455
1727,4.547629,1.3098505,0.7760623,0.2306171,0.51578456,0.12452935,0.11617076,0.22785942
1728,4.5601764,1.8062829,0.82688767,0.19282287,0.47183904,0.19839342,0.22565724,0.6768863
1729,4.105606,1.7250271,0.8370634,0.21824014,0.26308882,0.1939189,0.13985384,0.90722257
1730,4.1081448,1.4002639,0.6689244,0.11662206,0.37354586,0.1992204,0.23895776,0.91726583
1731,4.013908,1.7705643,0.5047624,0.21867104,0.38383496,0.22705236,0.21413383,0.75878096
