Cu,Mg,Mn,Fe,Si,Zn,Zr,temperature
3.8789568,1.7717118,0.5170362,0.19947505,0.39725748,0.19093996,0.17236643,0.3993027
4.2497683,1.6457276,0.41837835,0.22326382,0.5913657,0.19021702,0.21768694,0.86281955
4.4830365,1.552886,0.803627,0.1988463,0.18573439,0.11415542,0.23262072,0.889104
3.837409,1.7225642,0.38733158,0.24975276,0.3728627,0.19229937,0.17173886,0.77945745
4.20535,1.6903498,0.39522037,0.18587893,0.34502462,0.1493251,0.16804108,0.8379846
4.01214,1.2553571,0.48756364,0.14290953,0.58545065,0.27648744,0.1653271,0.81304485
4.4657865,1.2920225,0.4115978,0.25992626,0.52851415,0.23931102,0.12054891,0.61672264
3.9744697,1.6261809,0.43316942,0.19125475,0.5968695,0.18946344,0.17088969,0.6333183
3.757483,1.6329219,0.47845718,0.12189312,0.4261068,0.17744665,0.16061163,-0.019254662
3.8291168,1.68104,0.5459685,0.24261501,0.23221892,0.1735355,0.19832513,0.72720075
4.5082173,1.7809587,0.60168,0.18063426,0.6335838,0.2334117,0.18618137,0.2891144
4.545503,1.3470464,0.5885397,0.1376628,0.3766361,0.223648,0.2165764,0.8042592
4.2697134,1.4295446,0.4478722,0.22872317,0.49561495,0.203486,0.19900304,0.6593334
4.4899993,1.3781381,0.6204711,0.20343569,0.22147653,0.2319013,0.22550604,0.45413315
4.485796,1.6135608,0.73307365,0.2742808,0.31989154,0.23482743,0.19045694,0.75422174
3.767839,1.8214194,0.43175676,0.23403415,0.22521624,0.21856001,0.2759342,0.90546227
4.500362,1.8125496,0.45474055,0.11014375,0.54469645,0.19231425,0.27535698,0.10690289
4.022206,1.8013194,0.45565596,0.2770467,0.32330894,0.23787627,0.1727968,0.8318672
3.9891357,1.4198434,0.82648873,0.20677345,0.6199121,0.2521581,0.22095603,0.08178022
3.7725873,1.6115613,0.428822,0.10673308,0.39764947,0.19136631,0.17097619,0.00677716
4.2117667,1.2887971,0.668114,0.19313958,0.6176662,0.1841058,0.2018592,0.18567166
3.7894077,1.7967802,0.37473637,0.23515666,0.20994872,0.19100878,0.2106805,0.4580015
4.174311,1.7178522,0.62358683,0.24076171,0.25529683,0.19528498,0.19316387,-0.0021120086
4.4841895,1.7494695,0.7749319,0.16733168,0.60014594,0.12988085,0.23462796,0.77127
4.2992635,1.4070349,0.68455374,0.24815449,0.61948526,0.09611761,0.11852867,0.14995867
4.4731507,1.2219242,0.8002219,0.15116063,0.19632465,0.118297316,0.2018022,0.6931671
3.7956676,1.2434409,0.58414227,0.21452884,0.5717221,0.14448547,0.11099798,0.80835545
4.0428147,1.4045157,0.6468009,0.11716227,0.5865882,0.26781613,0.064950325,0.15040883
3.8142958,1.3618801,0.34711066,0.24396972,0.52885616,0.23704648,0.073071904,0.69206107
3.8024476,1.2136779,0.7864212,0.22883618,0.59177244,0.23631889,0.19376712,0.8730072
4.5157743,1.3665118,0.37575948,0.23679963,0.5116208,0.23801002,0.13259694,0.7603454
4.24044,1.7104018,0.7562768,0.21103375,0.28477672,0.19984798,0.16132592,-0.015419044
3.7725291,1.7996783,0.7838656,0.29223394,0.60618675,0.23544303,0.19471776,0.8769709
4.171291,1.2614146,0.4097034,0.24957998,0.1929366,0.1876624,0.22298732,0.89130473
4.3748436,1.8242595,0.79475385,0.21243721,0.357897,0.19935785,0.15005246,0.0007643029
4.180527,1.4514976,0.38482258,0.09564613,0.19215596,0.24683207,0.22844891,0.004927434
3.9817963,1.4098296,0.4408262,0.12663816,0.3433793,0.16087586,0.2707389,0.58591044
4.1878057,1.620447,0.3725066,0.31188807,0.58217937,0.12095065,0.13575444,0.8101781
4.214989,1.6892414,0.4129083,0.178297,0.20125327,0.17991152,0.19715157,0.8605059
4.087142,1.2914698,0.5185007,0.117136,0.5735448,0.15070903,0.19560961,0.47563124
3.7814217,1.3846473,0.534228,0.24927472,0.35703984,0.24100095,0.12952982,0.4639238
4.487333,1.8149405,0.7289508,0.20826343,0.5803515,0.20234016,0.18984243,0.6339024
4.3957944,1.7344258,0.8637421,0.21128932,0.39365995,0.2142118,0.15669209,0.067437045
4.512199,1.2481894,0.7963213,0.27471903,0.4184349,0.25935194,0.19154698,0.89433974
3.7682939,1.4477825,0.38815695,0.18836764,0.22502881,0.13758597,0.13736668,0.8170191
3.7646456,1.8130949,0.7654496,0.3248288,0.3145052,0.20398489,0.16087805,0.9462793
3.8309307,1.2202978,0.82303447,0.13381837,0.36923602,0.074476995,0.19355112,0.5183126
4.51408,1.2340218,0.78290975,0.2744035,0.397866,0.2599044,0.19286981,0.90035677
4.014891,1.4248903,0.47250238,0.19498833,0.5914674,0.11505247,0.20554516,0.7447971
4.0059085,1.7515693,0.3884634,0.24991399,0.4249521,0.17475453,0.26143762,0.049547426
3.7763,1.804126,0.76523453,0.3187325,0.35504365,0.21291208,0.17816108,0.98246324
4.0036993,1.4684837,0.50837153,0.2039202,0.39441046,0.11268205,0.18482141,0.8509362
3.8252535,1.2597988,0.81000817,0.14262587,0.15774497,0.12432098,0.08668942,0.06619156
3.9717531,1.8356615,0.4072385,0.27494976,0.16120896,0.22928533,0.21180093,0.7885437
4.0290413,1.5644246,0.53410345,0.2048251,0.27245617,0.20386934,0.19592798,0.56599104
4.0469265,1.2180823,0.5773006,0.17064802,0.6125763,0.2704941,0.22394326,0.2908799
3.788063,1.4158635,0.62776315,0.21066944,0.20530322,0.22879305,0.21217558,0.006705217
4.235488,1.6667407,0.80423397,0.16645129,0.38485926,0.20939186,0.20054486,0.5473731
3.9458385,1.4023659,0.44662562,0.19534248,0.42648804,0.11999189,0.170362,0.4282571
3.7665372,1.2282367,0.83574325,0.15094425,0.27834132,0.29416242,0.26989356,0.16982493
4.5265574,1.6449428,0.38940305,0.29485756,0.38663995,0.21432921,0.15349501,0.755366
3.786311,1.2592694,0.85055,0.14018518,0.17017072,0.15768807,0.10959553,0.036964156
4.1709867,1.8597713,0.45019728,0.29743674,0.34416035,0.23383835,0.16275567,0.8310949
4.503276,1.6347293,0.56457883,0.32052726,0.41326258,0.21434224,0.16482675,0.78267604
4.4550376,1.2540565,0.43561432,0.234109,0.5536064,0.22893228,0.14252478,0.6779363
3.8751483,1.2576371,0.4494845,0.24583988,0.55055463,0.1787332,0.21262278,0.28069147
4.0987716,1.2694148,0.40574124,0.24202052,0.22723678,0.1929086,0.24057359,0.89799184
4.2218885,1.6432786,0.7064108,0.23558158,0.5534683,0.13331202,0.20437095,0.9236088
3.7733583,1.7995011,0.79088604,0.22067383,0.3483148,0.17985496,0.20511833,0.62918156
3.9086528,1.6758657,0.6795775,0.124553666,0.25702813,0.16797999,0.24200588,0.5014181
4.500936,1.3041902,0.42744854,0.18278347,0.22863302,0.18989179,0.18603605,0.8831656
3.776431,1.5884575,0.78532016,0.09076226,0.63207084,0.086970456,0.27496853,0.044858925
4.0079894,1.5486348,0.7487967,0.16455914,0.15189984,0.19705638,0.13029166,0.9036261
3.7336752,1.7953722,0.6247647,0.26328003,0.5300113,0.0792676,0.22930276,0.82023203
4.178229,1.4226565,0.81846106,0.2681557,0.41806024,0.19900718,0.23317778,0.9961424
3.7683935,1.5796413,0.63419116,0.26429647,0.2269029,0.22313082,0.28173783,-0.036085643
3.7938166,1.3613861,0.36345956,0.19082682,0.49152458,0.08669866,0.20554867,0.87885493
4.1556263,1.6027188,0.62705064,0.17654133,0.21212217,0.11969987,0.22491847,0.279395
4.1963015,1.4310277,0.55598634,0.217698,0.5554309,0.24838346,0.20498827,0.7625141
3.8529484,1.5580449,0.6091513,0.21703297,0.13450098,0.21199077,0.13507822,0.87674737
4.040894,1.7034692,0.679186,0.18904799,0.32280612,0.18197557,0.22467463,0.5315804
3.8368158,1.4084998,0.5814398,0.2102166,0.6594366,0.23865551,0.15658009,0.14875978
3.8569438,1.2603029,0.76110286,0.14896615,0.1644462,0.09755184,0.071623094,0.108625926
3.9885468,1.714394,0.6399104,0.18808079,0.18896306,0.21699625,0.18341763,0.5205913
4.4782534,1.85443,0.630273,0.25536838,0.3779551,0.19605932,0.17692459,0.00812643
3.7740536,1.6338385,0.6554023,0.16968977,0.4313873,0.16402744,0.21301144,-0.052261896
3.980387,1.5790131,0.78876054,0.17944457,0.6085266,0.21369407,0.15914679,0.80576104
4.4846425,1.6813195,0.45944285,0.20107993,0.64038646,0.2096014,0.20122005,0.32915342
4.4958363,1.806579,0.7397124,0.20308705,0.6019978,0.19558933,0.18700916,0.65908813
4.0314145,1.2722641,0.48765755,0.14193706,0.5872262,0.29189625,0.17543146,0.81341064
4.1712613,1.1864812,0.82610816,0.2800876,0.177888,0.17439094,0.26968846,0.28288782
3.7826762,1.8041931,0.77739394,0.25126553,0.42090133,0.20770285,0.24851036,0.889768
4.020196,1.5598907,0.5440742,0.17877033,0.21514073,0.11639006,0.21592712,0.2749963
3.8213887,1.4150667,0.7142288,0.28684,0.3671906,0.2591176,0.09685884,0.7197327
4.4806256,1.7546579,0.6796044,0.111632824,0.20558724,0.20634261,0.2491689,0.6397867
4.5151362,1.383339,0.6366497,0.15071237,0.59211624,0.19744073,0.20908311,-0.01623448
3.7479653,1.5691905,0.77051723,0.2968069,0.60836697,0.10280693,0.21117145,0.95283425
4.3491926,1.2981663,0.60575473,0.19800264,0.17953381,0.20357181,0.23205733,0.40015024
3.9757936,1.5901595,0.7860678,0.26545796,0.33155078,0.1105598,0.2061296,0.91720444
4.4720855,1.6522634,0.76680285,0.2754186,0.4619538,0.21350262,0.17857884,0.7289425
4.4679637,1.6990718,0.8004669,0.19827299,0.46163964,0.20997047,0.18278255,0.6255058
3.839481,1.2050511,0.40099326,0.26367006,0.17664033,0.2649803,0.15995684,0.74275506
3.9526763,1.6256094,0.42679358,0.19322315,0.5918504,0.1893326,0.16594861,0.6066533
3.8979118,1.2900622,0.43507853,0.16230343,0.42431244,0.17002547,0.25758073,0.57332826
3.8090477,1.4669464,0.6595049,0.055844013,0.6078746,0.2778833,0.11329018,0.29284397
3.9655633,1.2117974,0.47301775,0.22432987,0.27933252,0.2637816,0.1301814,0.78239
4.021561,1.6357342,0.75306493,0.18515426,0.18400168,0.16148973,0.11091534,0.7766662
4.01749,1.783362,0.3917873,0.2728761,0.42782646,0.17221421,0.25074518,0.047446094
4.28316,1.5746338,0.81032324,0.22437483,0.46170682,0.2069487,0.17907454,0.15861204
4.193184,1.298202,0.37372646,0.26240513,0.21113795,0.20578414,0.22366938,0.89581764
4.4906044,1.2236093,0.8251373,0.1078918,0.21241376,0.079708405,0.30946857,0.26881114
4.3330793,1.3218694,0.853858,0.22937497,0.22532105,0.13298814,0.28156507,0.67674446
